Month	Date	Status	Title	Platform(s)	Genre(s)	Publisher(s)
Aug	23/08/2018		My Hero One's Justice[A]	NS, PS4	Action	
Aug	24/08/2018		F1 2018	Win, PS4, XBO	Racing	
Aug	24/08/2018		Little Dragons Café	NS, PS4	Simulation, role-playing	
Aug	24/08/2018		Night Trap: 25th Anniversary Edition	NS	Interactive movie	
Aug	28/08/2018		Aggressors: Ancient Rome	Win	Turn-based strategy, 4X	
Aug	28/08/2018		Blade Strangers	Win, NS, PS4	Fighting	
Aug	28/08/2018		De Blob 2 Remastered	NS	Platform, puzzle	
Aug	28/08/2018		Donut County	Win, Mac, PS4, iOS	Puzzle	
Aug	28/08/2018		Fernz Gate	NS, PS4	Role-playing	
Aug	28/08/2018		Firewall: Zero Hour	PSVR	First-person shooter	
Aug	28/08/2018		Into the Breach	NS	Turn-based strategy	
Aug	28/08/2018		Monster Hunter Generations Ultimate[B]	NS	Action role-playing	
Aug	28/08/2018		Pro Evolution Soccer 2019	Win, PS4, XBO	Sports	
Aug	28/08/2018		Strange Brigade	Win, PS4, XBO	Third-person shooter	
Aug	28/08/2018		Sunless Sea: Zubmariner Edition	PS4	Roguelike	
Aug	28/08/2018		Victor Vran: Overkill Edition	NS	Action role-playing	
Aug	28/08/2018		Yakuza Kiwami 2[B]	PS4	Action-adventure	
Aug	30/08/2018		The Messenger	Win, NS	Action-platformer	
Aug	30/08/2018		Two Point Hospital	Win, Mac, Lin	Business simulation	
Aug	31/08/2018		Divinity: Original Sin II	PS4, XBO	Role-playing	
Aug	31/08/2018		Naruto to Boruto: Shinobi Striker[B]	Win, PS4, XBO	Beat 'em up	
Sep	04/09/2018		428: Shibuya Scramble[B]	Win, PS4	Visual novel	
Sep	04/09/2018		Destiny 2: Forsaken	PS4, XBO	First-person shooter	
Sep	04/09/2018		Dragon Quest XI[B]	Win, PS4	Role-playing	
Sep	04/09/2018		God Wars: The Complete Legend	NS	Tactical role-playing	
Sep	04/09/2018		Planet Alpha	Win, NS, PS4, XBO	Platformer	
Sep	06/09/2018		Gone Home	NS	Exploration	
Sep	07/09/2018		Immortal: Unchained	Win, PS4, XBO	Action role-playing	
Sep	07/09/2018		NASCAR Heat 3	Win, PS4, XBO	Racing	
Sep	07/09/2018		NBA Live 19	PS4, XBO	Sports	
Sep	07/09/2018		SNK Heroines: Tag Team Frenzy	NS, PS4	Fighting	
Sep	07/09/2018		Spider-Man	PS4	Action-adventure	
Sep	07/09/2018		Yo-Kai Watch Blasters: Red Cat Corp and White Dog Squad[B]	3DS	Role-playing	
Sep	10/09/2018		Dust: An Elysian Tail	NS	Action role-playing, hack and slash	
Sep	11/09/2018		Boundless	PS4	MMO, sandbox	
Sep	11/09/2018		Dakar 18	Win, PS4, XBO	Racing	
Sep	11/09/2018		NBA 2K19	Win, NS, PS4, XBO	Sports	
Sep	11/09/2018		Super Street: The Game	Win, PS4, XBO	Racing	
Sep	13/09/2018		Cities: Skylines	NS	City-building, construction and management simulation	
Sep	13/09/2018		Final Fantasy XV: Pocket Edition	NS	Role-playing	
Sep	13/09/2018		Frozen Synapse 2	Win, Lin, Mac	Turn-based tactics	
Sep	13/09/2018		Spirit Hunter: NG[A]	PS Vita	Adventure, visual novel	
Sep	13/09/2018		Wasteland 2: Director's Cut	NS	Role-playing	
Sep	14/09/2018		Black Clover: Quartet Knights	Win, PS4	Action	
Sep	14/09/2018		NHL 19	PS4, XBO	Sports	
Sep	14/09/2018		Shadow of the Tomb Raider	Win, PS4, XBO	Action-adventure	
Sep	18/09/2018		The Bard's Tale IV: Barrows Deep	Win, Mac, Lin	Dungeon crawl	
Sep	18/09/2018		Capcom Beat 'Em Up Bundle	Win, NS, PS4, XBO	Beat 'em up	
Sep	18/09/2018		Labyrinth of Refrain: Coven of Dusk[B]	Win, NS, PS4	Role-playing, dungeon crawler	
Sep	18/09/2018		Legendary Fishing	NS, PS4	Fishing	
Sep	18/09/2018		Scribblenauts Mega Pack	NS, PS4, XBO	Party	
Sep	18/09/2018		Undertale	NS	Role-playing	
Sep	20/09/2018		8-bit ADV Steins;Gate[A]	NS	Visual novel	
Sep	20/09/2018		CrossCode	Win, Mac, Lin	Action role-playing	
Sep	20/09/2018		Star Control: Origins	Win	Strategy	
Sep	20/09/2018		Steins;Gate Elite[A]	NS, PS4, PSVita	Visual novel	
Sep	20/09/2018		Steins;Gate: Linear Bounded Phenogram[A]	PS4	Visual novel	
Sep	21/09/2018		Broken Sword 5: The Serpent's Curse	NS	Point-and-click adventure	
Sep	21/09/2018		Xenoblade Chronicles 2: Torna – The Golden Country	NS	Action role-playing	
Sep	25/09/2018		Giana Sisters Twisted Dreams: Owltimate Edition	NS		
Sep	25/09/2018		Metal Max Xeno[B]	PS4	Role-playing	
Sep	25/09/2018		Pathfinder: Kingmaker	Win, Mac, Lin	Role-playing	
Sep	25/09/2018		Punch Line[B]	Win, PS4, PSVita	Adventure, visual novel	
Sep	25/09/2018		Psyvariar Delta	NS, PS4		
Sep	25/09/2018		Revenant Dogma	Win, NS, PS4, Vita	Role-playing	
Sep	25/09/2018		South Park: The Stick of Truth	NS		
Sep	25/09/2018		This Is the Police 2	NS, PS4, XBO		
Sep	25/09/2018		Valkyria Chronicles 4[B]	Win, NS, PS4, XBO	Tactical role-playing	
Sep	25/09/2018		The Walking Dead: The Final Season – Episode 2: Suffer the Children	Win, PS4, XBO, NS	Graphic adventure	
Sep	25/09/2018		Hollow Knight	PS4, XBO	Metroidvania	
Sep	26/09/2018		Let It Die	Win	Survival	
Sep	27/09/2018		Dragalia Lost	iOS, Droid		
Sep	27/09/2018		Life Is Strange 2 – Episode 1: Roads	Win, PS4, XBO	Graphic adventure	
Sep	27/09/2018		Super Neptunia RPG[A]	NS, PS4	Role-playing	
Sep	27/09/2018		Wandersong	Win, NS	Adventure, Music	
Sep	28/09/2018		Dragon Ball FighterZ	NS	Fighting	
Sep	28/09/2018		FIFA 19	Win, NS, PS4, PS3, XBO, X360	Sports	
Sep	28/09/2018		Jake Hunter Detective Story: Ghost of the Dusk[B]	3DS		
Sep	28/09/2018		ZeroRanger	Win	Scrolling shooter	
Oct	02/10/2018		Astro Bot Rescue Mission	PS4	Action, platformer	
Oct	02/10/2018		Batman: The Enemy Within	NS	Graphic adventure	
Oct	02/10/2018		Forza Horizon 4	Win, XBO	Racing	
Oct	02/10/2018		Fist of the North Star: Lost Paradise[B]	PS4	Action-adventure	
Oct	02/10/2018		Mega Man 11	Win, NS, PS4, XBO	Action, platform	
Oct	02/10/2018		Valthirian Arc: Hero School Story	Win, NS, PS4	Action role-playing	
Oct	05/10/2018		Assassin's Creed Odyssey	Win, PS4, XBO	Action-adventure, stealth	
Oct	05/10/2018		Super Mario Party	NS	Party	
Oct	09/10/2018		Disgaea 1 Complete	NS, PS4	Tactical role-playing	
Oct	09/10/2018		Goosebumps: The Game	NS		
Oct	09/10/2018		Mark of the Ninja: Remastered	Win, NS, PS4, XBO	Action, stealth	
Oct	09/10/2018		Pixel Puzzle Collection	iOS		
Oct	09/10/2018		WWE 2K19	Win, PS4, XBO	Professional wrestling, sports	
Oct	12/10/2018		Call of Duty: Black Ops 4	Win, PS4, XBO	First-person shooter	
Oct	12/10/2018		Luigi's Mansion	3DS	Action-adventure	
Oct	12/10/2018		The Missing: J.J. Macfield and the Island of Memories	Win, NS, PS4, XBO	Puzzle-platformer	
Oct	12/10/2018		The World Ends with You: Final Remix[B]	NS	Action role-playing	
Oct	16/10/2018		Big Buck Hunter Arcade	NS		
Oct	16/10/2018		Crayola Scoot	Win, NS, PS4, XBO	Extreme sports	
Oct	16/10/2018		Lego DC Super-Villains	Win, NS, PS4, XBO	Action-adventure	
Oct	16/10/2018		NBA 2K Playgrounds 2	Win, NS, PS4, XBO	Sports	
Oct	16/10/2018		Overload	PS4, XBO	First-person shooter, shoot 'em up	
Oct	16/10/2018		Rapala Fishing Pro Series	NS		
Oct	16/10/2018		Starlink: Battle for Atlas	NS, PS4, XBO	Action-adventure, toys-to-life	
Oct	16/10/2018		Warriors Orochi 4[B]	Win, NS, PS4, XBO	Hack and slash	
Oct	18/10/2018		Dies irae: Amantes amentes[A]	NS	Visual novel	
Oct	18/10/2018		Return of the Obra Dinn	Win, Mac	Puzzle, adventure	
Oct	18/10/2018		SINNER: Sacarifice for Redemption	NS, PS4, XBO	Action role-playing	
Oct	18/10/2018		Syberia 3	NS	Graphic adventure	
Oct	18/10/2018		WILL: A Wonderful World	NS		
Oct	19/10/2018		Dark Souls Remastered	NS	Action role-playing	
Oct	19/10/2018		Soulcalibur VI	Win, PS4, XBO	Fighting	
Oct	19/10/2018		The Unlikely Legend of Rusty Pup	Win		
Oct	22/10/2018		SINNER: Sacrifice for Redemption	Win	Action role-playing	
Oct	23/10/2018		Bass Pro Shops: The Strike – Championship Edition	NS	Fishing	
Oct	23/10/2018		Cabela's: The Hunt - Championship Edition	NS		
Oct	23/10/2018		Gwent: The Witcher Card Game	Win	Digital collectible card game	
Oct	23/10/2018		Just Dance 2019	NS, PS4, XBO, X360, WiiU, Wii	Dance	
Oct	23/10/2018		Nickelodeon Kart Racers	NS, PS4, XBO	Kart racing	
Oct	23/10/2018		PAW Patrol: On a Roll!	Win, NS, PS4, XBO		
Oct	23/10/2018		Thronebreaker: The Witcher Tales	Win	Role-playing	
Oct	25/10/2018		Chicken Range	NS		
Oct	25/10/2018		Disaster Report 4 Plus: Summer Memories[A]	PS4	Action adventure	
Oct	25/10/2018		Eve: Burst Error R[A]	NS	Visual novel	
Oct	25/10/2018		Spirit Hunter: Death Mark[A]	XBO	Adventure, visual novel	
Oct	26/10/2018		Castlevania Requiem	PS4	Platform-adventure	
Oct	26/10/2018		My Hero One's Justice[B]	Win, NS, PS4, XBO	Action	
Oct	26/10/2018		Red Dead Redemption 2	PS4, XBO	Action-adventure	
Oct	30/10/2018		Call of Cthulhu: The Official Video Game	Win, PS4, XBO	Role-playing, survival horror	
Oct	30/10/2018		Dream Daddy: Dadrector's Cut	PS4	Visual novel	
Oct	30/10/2018		Gal Metal	NS		
Oct	30/10/2018		Lego Harry Potter Collection	NS, XBO	Action-adventure	
Oct	30/10/2018		Mutant Football League: Dynasty Edition	NS	Sports	
Oct	30/10/2018		OK K.O.! Let's Play Heroes	NS	Action-adventure, beat 'em up	
Oct	30/10/2018		Sports Party	NS		
Oct	30/10/2018		Steven Universe: Save the Light	NS	Action-adventure, role-playing	
Oct	30/10/2018		Yomawari: The Long Night Collection	NS		
Oct	31/10/2018		Deltarune	Win, Mac	Role-playing	
Oct	31/10/2018		Hidden Folks	NS	Wimmelbilderbuch	
Oct	31/10/2018		Spirit Hunter: Death Mark[B]	NS, PS4, PS Vita	Adventure, visual novel	
Nov	01/11/2018		The Quiet Man	Win, PS4	Action-adventure	
Nov	02/11/2018		Diablo III: Eternal Collection	NS	Action role-playing, hack and slash	
Nov	02/11/2018		Taiko no Tatsujin: Drum 'n' Fun![B]	NS	Rhythm	
Nov	02/11/2018		Taiko no Tatsujin: Drum Session![B]	PS4	Rhythm	
Nov	05/11/2018		Moonlighter	NS	Action role-playing	
Nov	06/11/2018		Carnival Games	NS	Party	
Nov	06/11/2018		Déraciné	PSVR	Adventure	
Nov	06/11/2018		The Forest	PS4	Survival	
Nov	06/11/2018		Grip: Combat Racing	Win, NS, PS4, XBO		
Nov	06/11/2018		Omen of Sorrow	PS4	Fighting	
Nov	06/11/2018		Overkill's The Walking Dead	Win	First-person shooter	
Nov	06/11/2018		World of Final Fantasy Maxima	Win, NS, PS4, XBO	Role-playing	
Nov	07/11/2018		Tsioque	Win, Mac	Point-and-click adventure	
Nov	08/11/2018		Despotism 3k	Win, Mac, Lin	Construction and management simulation	
Nov	09/11/2018		11-11: Memories Retold	Win, PS4, XBO	Adventure	
Nov	09/11/2018		Tetris Effect	PS4	Puzzle	
Nov	13/11/2018		Hitman 2	Win, PS4, XBO	Stealth	
Nov	13/11/2018		My Riding Stables - Life with Horses	NS		
Nov	13/11/2018		Project Highrise: Architect's Edition	NS	Simulation	
Nov	13/11/2018		SNK 40th Anniversary Collection	NS	Compilation	
Nov	13/11/2018		Spyro Reignited Trilogy	PS4, XBO	Platform	
Nov	14/11/2018		Fallout 76	Win, PS4, XBO	Action role-playing	
Nov	15/11/2018		Echo Combat	Oculus Rift	First-person shooter	
Nov	15/11/2018		Monkey King: Master of the Clouds	PS4	Arcade shooter	
Nov	15/11/2018		Psychedelica of the Black Butterfly	Win	Visual novel	
Nov	15/11/2018		RPG Maker MV Trinity	NS, PS4	Game creation system	
Nov	15/11/2018		Trailblazers	NS		
Nov	15/11/2018		Underworld Ascendant	Win, Mac, Lin	Action role-playing	
Nov	16/11/2018		Pokémon: Let's Go, Pikachu! and Let's Go, Eevee!	NS	Role-playing	
Nov	20/11/2018		Battlefield V	Win, PS4, XBO	First-person shooter	
Nov	20/11/2018		Bendy and the Ink Machine	NS, PS4, XBO	Survival horror	
Nov	20/11/2018		Farming Simulator 19	Win, Mac, PS4, XBO	Simulation	
Nov	20/11/2018		Moto Racer 4	NS	Racing	
Nov	20/11/2018		Wreckfest	PS4, XBO	Vehicular combat, racing	
Nov	22/11/2018		ATV Drift & Tricks	NS		
Nov	27/11/2018		Darksiders III	Win, PS4, XBO	Hack and slash, action-adventure	
Nov	27/11/2018		Spintires: Mudrunner – American Wilds Edition	NS		
Nov	28/11/2018		Artifact	Win, Mac, Lin	Digital collectible card game	
Nov	29/11/2018		Ketsui Deathtiny: Kizuna Jigoku Tachi[A]	PS4	Shoot 'em up	
Nov	29/11/2018		Parkitect	Win, Mac, Lin	Construction and management simulation	
Nov	29/11/2018		Persona Q2: New Cinema Labyrinth[A]	3DS	Role-playing, dungeon crawl	
Nov	30/11/2018		Ark: Survival Evolved	NS	Action-adventure, survival	
Nov	30/11/2018		Fighting EX Layer	Win	Fighting	
Dec	04/12/2018		Gear.Club Unlimited 2	NS	Racing	
Dec	04/12/2018		Gwent: The Witcher Card Game	PS4, XBO	Digital collectible card game	
Dec	04/12/2018		Just Cause 4	Win, PS4, XBO	Action-adventure	
Dec	04/12/2018		Monster Boy and the Cursed Kingdom	Win, NS, PS4, XBO	Platform	
Dec	04/12/2018		Mutant Year Zero: Road to Eden	Win, PS4, XBO	Turn-based strategy	
Dec	04/12/2018		Override: Mech City Brawl	Win, PS4, XBO	Fighting	
Dec	04/12/2018		Persona 3: Dancing in Moonlight[B]	PS4, PSVita	Rhythm	
Dec	04/12/2018		Persona 4: Dancing All Night[B]	PS4	Rhythm	
Dec	04/12/2018		Persona 5: Dancing in Starlight[B]	PS4, PSVita	Rhythm	
Dec	04/12/2018		Subnautica	PS4, XBO	Adventure, survival	
Dec	04/12/2018		Thronebreaker: The Witcher Tales	PS4, XBO	Role-playing	
Dec	04/12/2018		Toki	NS	Action, platformer	
Dec	06/12/2018		Ashen	Win, XBO	Action role-playing	
Dec	06/12/2018		The Last Remnant: Remastered	PS4	Role-playing	
Dec	07/12/2018		Katamari Damacy Reroll	Win, NS	Puzzle, action	
Dec	07/12/2018		Path of Exile	PS4	Action role-playing, hack and slash	
Dec	07/12/2018		PlayerUnknown's Battlegrounds	PS4	Battle royale	
Dec	07/12/2018		Sega Genesis Classics	NS		
Dec	07/12/2018		Super Smash Bros. Ultimate	NS	Fighting	
Dec	11/12/2018		Earth Defense Force 5[B]	PS4	Action	
Dec	12/12/2018		Insurgency: Sandstorm	Win	First-person shooter	
Dec	13/12/2018		DayZ	Win	First-person shooter, third-person shooter, survival	
Dec	13/12/2018		God Eater 3[A]	PS4	Action role-playing	
Dec	13/12/2018		GRIS	Win, Mac, NS	Adventure, platformer	
Dec	13/12/2018		Judge Eyes[A]	PS4	Action	
Dec	13/12/2018		Omensight: The Definitive Edition	NS	Action role-playing	
Dec	14/12/2018		Below	Win, XBO	Action-adventure, roguelike	
Dec	14/12/2018		Borderlands 2 VR	PS4		
Dec	18/12/2018		London Detective Mysteria[B]	PSVita	Visual novel	
Dec	18/12/2018		Warhammer: Vermintide 2	PS4	Action	
Dec	18/12/2018		Asdivine Hearts II	Win	Role-playing	
Dec	20/12/2018		Dragon Quest Builders 2[A]	NS, PS4	Sandbox, action role-playing	
Dec	21/12/2018		Asdivine Hearts II	XBO	Role-playing	
Jan	04/01/2019		Fitness Boxing	NS	Exergaming, rhythm	Nintendo
Jan	10/01/2019		Catherine Classic	Win	Puzzle-platform	Sega
Jan	11/01/2019		Hitman HD Enhanced Collection	PS4, XBO	Stealth	Warner Bros. Interactive Entertainment
Jan	11/01/2019		Mario & Luigi: Bowser's Inside Story + Bowser Jr.’s Journey	3DS	Role-playing	Nintendo
Jan	11/01/2019		New Super Mario Bros. U Deluxe	NS	Platformer	Nintendo
Jan	11/01/2019		Tales of Vesperia: Definitive Edition	Win, NS, PS4, XBO	Role-playing	Bandai Namco Entertainment
Jan	12/01/2019		Bright Memory	Win	First-person shooter	FYQD Personal Studio
Jan	15/01/2019		Asdivine Hearts 2	PS4, PSVita	Role-playing	Kemco
Jan	15/01/2019		Onimusha: Warlords	Win, NS, PS4, XBO	Action-adventure, hack and slash	Capcom
Jan	15/01/2019		Vane	PS4	Adventure	Friend & Foe
Jan	15/01/2019		The Walking Dead: The Final Season – Episode 3: Broken Toys	Win, NS, PS4, XBO	Graphic adventure	Skybound Entertainment
Jan	17/01/2019		Yakuza 4[c]	PS4	Action-adventure	Sega
Jan	17/01/2019		YIIK: A Postmodern RPG	Win, Mac, NS, PS4, PSVita	Role-playing	Ysbryd Games
Jan	18/01/2019		Ace Combat 7: Skies Unknown	PS4, XBO	Combat flight simulator	Bandai Namco Entertainment
Jan	18/01/2019		Alvastia Chronicles	Win, XBO	Role-playing	Kemco
Jan	18/01/2019		Travis Strikes Again: No More Heroes	NS	Action-adventure	Grasshopper Manufacture
Jan	22/01/2019		Chaos;Child[d]	Win	Visual novel	Spike Chunsoft
Jan	22/01/2019		The Raven Remastered	NS	Point-and-click adventure	THQ Nordic
Jan	22/01/2019		Senran Kagura Burst Re:Newal	Win, PS4	Action	Xseed Games
Jan	23/01/2019		At the Gates	Win	4X, strategy	Conifer Games
Jan	23/01/2019		Slay the Spire	Win, Mac, Lin	Roguelike	Humble Bundle
Jan	24/01/2019		Battlefleet Gothic: Armada 2	Win	Strategy, real-time tactics	Focus Home Interactive
Jan	24/01/2019		Life Is Strange 2 – Episode 2: Rules	Win, PS4, XBO	Graphic adventure	Square Enix
Jan	24/01/2019		My Memory of Us	NS	Graphic adventure, platform	Crunching Koalas
Jan	24/01/2019		Pikuniku	Win, NS	Platformer, puzzle	Devolver Digital
Jan	25/01/2019		Resident Evil 2	Win, PS4, XBO	Survival horror	Capcom
Jan	29/01/2019		Kingdom Hearts III	PS4, XBO	Action role-playing	Square Enix
Jan	29/01/2019		Penguin Wars	PS4	Arcade	Dispatch Games
Jan	29/01/2019		Sphinx and the Cursed Mummy	NS	Action-adventure	THQ Nordic
Jan	31/01/2019		Dragon Marked For Death	NS	Role-playing	Inti Creates
Jan	31/01/2019		Piczle Colors	NS	Puzzle	Rainy Frog
Jan	31/01/2019		Planetarian: The Reverie of a Little Planet	NS	Visual novel	Prototype
Jan	31/01/2019		Robotics;Notes DaSH[c]	NS, PS4	Visual novel	Spike Chunsoft
Jan	31/01/2019		Robotics;Notes Elite HD[c]	NS, PS4	Visual novel	Spike Chunsoft
Jan	31/01/2019		Sunless Skies	Win, Mac, Lin	Role-playing	Failbetter Games
Feb	01/02/2019		Ace Combat 7: Skies Unknown	Win	Combat flight simulator	Bandai Namco Entertainment
Feb	01/02/2019		Wargroove	Win, NS, XBO	Turn-based tactics	Chucklefish
Feb	04/02/2019		Apex Legends	Win, PS4, XBO	Battle royale, first-person shooter	Electronic Arts
Feb	05/02/2019		The Book of Unwritten Tales 2	NS	Point-and-click adventure	THQ Nordic
Feb	05/02/2019		Etrian Odyssey Nexus[d]	3DS	Role-playing, dungeon crawler	Atlus
Feb	05/02/2019		V-Rally 4	NS	Racing	Bigben Interactive
Feb	07/02/2019		BlazBlue: Central Fiction	NS	Fighting	Arc System Works
Feb	08/02/2019		God Eater 3[d]	Win, PS4	Action role-playing	Bandai Namco Entertainment
Feb	08/02/2019		Monster Energy Supercross - The Official Videogame 2	Win, NS, PS4, XBO	Racing	Milestone srl
Feb	09/02/2019		Space Engineers	Win	Simulation	Keen Software House
Feb	12/02/2019		Conarium	PS4, XBO	Adventure	Iceberg Interactive
Feb	12/02/2019		The Liar Princess and the Blind Prince[d]	NS, PS4	Action-adventure	Nippon Ichi Software
Feb	13/02/2019		Final Fantasy IX	NS, XBO	Role-playing	Square Enix
Feb	13/02/2019		Tetris 99	NS	Puzzle, battle royale	Nintendo
Feb	15/02/2019		Crackdown 3	Win, XBO	Action-adventure	Xbox Game Studios
Feb	15/02/2019		DreamWorks Dragons Dawn of New Riders	Win, NS, PS4, XBO	Action-adventure	Outright Games
Feb	15/02/2019		Far Cry New Dawn	Win, PS4, XBO	First-person shooter	Ubisoft
Feb	15/02/2019		Jump Force	Win, PS4, XBO	Fighting	Bandai Namco Entertainment
Feb	15/02/2019		Metro Exodus	Win, PS4, XBO	First-person shooter	Deep Silver
Feb	19/02/2019		8-bit ADV Steins;Gate[d]	NS	Visual novel	Spike Chunsoft
Feb	19/02/2019		Death end re;Quest[d]	PS4	Role-playing	Idea Factory
Feb	19/02/2019		Steins;Gate Elite[d]	Win, NS, PS4	Visual novel	Spike Chunsoft
Feb	19/02/2019		Steins;Gate: Linear Bounded Phenogram[d]	Win, PS4	Visual novel	Spike Chunsoft
Feb	19/02/2019		Yakuza Kiwami	Win	Action-adventure	Sega
Feb	21/02/2019		Aragami: Shadow Edition	NS	Action-adventure	Lince Works
Feb	21/02/2019		Phoenix Wright: Ace Attorney Trilogy[c]	NS, PS4, XBO	Adventure, visual novel	Capcom
Feb	21/02/2019		Spirit Hunter: NG[c]	PS4	Adventure, visual novel	Experience
Feb	22/02/2019		Anthem	Win, PS4, XBO	Action role-playing	Electronic Arts
Feb	26/02/2019		Dirt Rally 2.0	Win, PS4, XBO	Racing	Codemasters
Feb	26/02/2019		The Lego Movie 2 Videogame	Win, NS, PS4, XBO	Action-adventure	Warner Bros. Interactive Entertainment
Feb	26/02/2019		Stellaris: Console Edition	PS4, XBO	Grand strategy	Paradox Interactive
Feb	26/02/2019		Trials Rising	Win, NS, PS4, XBO	Racing, platform	Ubisoft
Feb	28/02/2019		Dies irae: Interview with Kaziklu Bey[d]	Win	Visual novel	Light
Mar	01/03/2019		Alien League	Win	Party	Kraken Ink.
Mar	01/03/2019		Dead or Alive 6	Win, PS4, XBO	Fighting	Koei Tecmo
Mar	01/03/2019		Swords and Soldiers 2 Shawarmageddon	NS	Strategy	Ronimo Games
Mar	01/03/2019		ToeJam & Earl: Back in the Groove	Win, Mac, Lin, NS, PS4, XBO	Action platformer	HumaNature Studios
Mar	05/03/2019		Left Alive	Win, PS4	Action-adventure	Square Enix
Mar	05/03/2019		The Occupation	Win, PS4, XBO	Stealth	Humble Bundle
Mar	05/03/2019		R.B.I. Baseball 19	NS, PS4, XBO	Sports	MLB Advanced Media
Mar	06/03/2019		Overload	XBO	First-person shooter, shoot 'em up	Revival Productions
Mar	07/03/2019		Flowers: Les Quatre Saisons[c]	PS4	Visual novel	Prototype
Mar	08/03/2019		Devil May Cry 5	Win, PS4, XBO	Action-adventure, hack and slash	Capcom
Mar	08/03/2019		Kirby's Extra Epic Yarn	3DS	Platforming	Nintendo
Mar	12/03/2019		The Caligula Effect: Overdose[d]	Win, NS, PS4	Role-playing	NIS America
Mar	12/03/2019		Hypnospace Outlaw	Win	Adventure	Tendershoot
Mar	12/03/2019		Mystery Dungeon: Shiren the Wanderer[c]	iOS	Roguelike	Spike Chunsoft
Mar	13/03/2019		Baba Is You	Win, NS	Puzzle	Hempuli
Mar	14/03/2019		Bonds of the Skies	Win, NS, PS4	Role-playing	Kemco
Mar	14/03/2019		Mystery Dungeon: Shiren the Wanderer[c]	Droid	Roguelike	Spike Chunsoft
Mar	15/03/2019		One Piece: World Seeker	Win, PS4, XBO	Action-adventure	Bandai Namco Entertainment
Mar	15/03/2019		Sephirothic Stories	XBO	Role-playing, puzzle	Kemco
Mar	15/03/2019		Tom Clancy's The Division 2	Win, PS4, XBO	Action role-playing	Ubisoft
Mar	19/03/2019		America Ninja Warrior Challenge	NS, PS4, XBO	Action	GameMill Entertainment
Mar	19/03/2019		Fate/EXTELLA LINK[d]	Win, NS, PS4	Action-adventure	Xseed Games
Mar	20/03/2019		Super Robot Wars T[c]	NS, PS4	Tactical role-playing	Bandai Namco Entertainment
Mar	22/03/2019		Sekiro: Shadows Die Twice	Win, PS4, XBO	Action-adventure	Activision
Mar	22/03/2019		Unravel Two	NS	Platform	Electronic Arts
Mar	26/03/2019		Final Fantasy VII	NS, XBO	Role-playing	Square Enix
Mar	26/03/2019		Generation Zero	Win, PS4, XBO	Action-adventure, first-person shooter	Avalanche Studios
Mar	26/03/2019		The Legend of Heroes: Trails of Cold Steel[d]	PS4	Role-playing	Xseed Games
Mar	26/03/2019		MLB The Show 19	PS4	Sports	Sony Interactive Entertainment
Mar	26/03/2019		Nelke & the Legendary Alchemists: Ateliers of the New World[d]	Win, NS, PS4	Role-playing	Koei Tecmo
Mar	26/03/2019		Outward	Win, PS4, XBO	Action role-playing	Deep Silver
Mar	26/03/2019		Power Rangers: Battle for the Grid	NS, XBO	Fighting	nWay Games
Mar	26/03/2019		The Walking Dead: The Final Season – Episode 4: Take Us Back	Win, NS, PS4, XBO	Graphic adventure	Skybound Entertainment
Mar	26/03/2019		Xenon Racer	Win, NS, PS4, XBO	Racing	Soedesco
Mar	28/03/2019		Fun! Fun! Animal Park	NS	Party	Aksys Games
Mar	29/03/2019		Assassin's Creed III Remastered	Win, PS4, XBO	Action-adventure, stealth	Ubisoft
Mar	29/03/2019		Operencia: The Stolen Sun	Win, XBO	Role-playing	Zen Studios
Mar	29/03/2019		Tropico 6	Win, Mac, Lin	Construction and management simulation, government simulation	Kalypso Media
Mar	29/03/2019		Unheard	Win, Mac, Lin	Puzzle	NEXT Studios
Mar	29/03/2019		Yoshi's Crafted World	NS	Platformer	Nintendo
Apr	02/04/2019		Darksiders: Warmastered Edition	NS	Hack and slash, action-adventure	THQ Nordic
Apr	02/04/2019		FAR: Lone Sails	PS4, XBO	Vehicle adventure	Mixtvision
Apr	02/04/2019		Power Rangers: Battle for the Grid	PS4	Fighting	nWay Games
Apr	04/04/2019		Frane: Dragons' Odyssey	XBO	Action role-playing	Kemco
Apr	04/04/2019		Islanders	Win, Mac, Lin	Casual city builder	Grizzly Games
Apr	04/04/2019		Spirit Hunter: Death Mark	Win	Adventure, visual novel	Aksys Games
Apr	05/04/2019		Super Dragon Ball Heroes: World Mission	Win, NS	Adventure, card battle	Bandai Namco Entertainment
Apr	09/04/2019		Dangerous Driving	Win, PS4, XBO	Racing	Maximum Games
Apr	09/04/2019		Phoenix Wright: Ace Attorney Trilogy[d]	Win, NS, PS4, XBO	Adventure, visual novel	Capcom
Apr	09/04/2019		Zanki Zero: Last Beginning[d]	Win, PS4	Role-playing, dungeon crawler	Spike Chunsoft
Apr	11/04/2019		Earth Defense Force: Iron Rain	PS4	Action	D3 Publisher
Apr	11/04/2019		Hellblade: Senua's Sacrifice	NS	Action-adventure	Ninja Theory
Apr	12/04/2019		Code 7: Episode 2 — Memory and Episode 3 — Backdoor	Win, Mac, Lin	Adventure	Goodwolf Studio
Apr	12/04/2019		Nintendo Labo Toy-Con 04: VR Kit[d]	NS	Construction set	Nintendo
Apr	13/04/2019		Konami Arcade Classics	Win, NS, PS4, XBO	Platformer, shoot 'em up	Konami
Apr	16/04/2019		Anno 1800	Win	City-building, real-time strategy	Ubisoft
